filePath,Class_Description,XMin,XMax,YMin,YMax
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-882370c75da19e3e.png,Waffle,0.036875,0.985625,0.165,0.8675
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-1625d92f32e7a8f1.png,Broccoli,0.09434,0.8415090000000001,0.07125,0.944375
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-fcf7f9649af05c3f.png,Coffee,0.338125,0.659375,0.25,0.415833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-40537656f82411f6.png,Bread,0.208125,0.463125,0.197356,0.37582600000000005
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-9df7af1956850bee.png,Strawberry,0.29125,0.401875,0.354167,0.461667
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-5256.png,Cookie,0.155625,0.769375,0.40375,0.999375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-18856.png,Bagel,0.018125,0.53,0.570833,0.97
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-586b56afbe43d389.png,Egg (Food),0.15375,0.520625,0.403265,0.84
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-e13318fe58c18875.png,Tomato,0.845625,1.0,0.198874,0.505629
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Banana-db670b28bbafb427.png,Banana,0.149375,0.35125,0.220019,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-9a9519d66477dfb9.png,French fries,0.479375,0.673125,0.385768,0.664794
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-28376.png,Sandwich,0.03875,0.95875,0.0197,0.798311
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-7ac6811c15eff50c.png,Apple,0.2575,0.40375,0.383221,0.5422819999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-12376.png,Hot dog,0.11199999999999999,1.0,0.0,0.989505
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-e46da2f97d86bd7b.png,Orange,0.288086,0.5664060000000001,0.5995090000000001,0.915233
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-2ada5cf4204a208c.png,Strawberry,0.0,0.03625,0.263333,0.318333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-1338.png,Sandwich,0.0,0.998632,0.0,0.997642
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-e2a9d3b9187e5d1c.png,Hamburger,0.014375,0.314375,0.080833,0.3125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-87dce04e0504f0cd.png,Pizza,0.083125,0.87375,0.0,0.958333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-VFlip-45560.png,Burrito,0.039583,0.795833,0.229688,0.9
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-44989.png,Pear,0.8151970000000001,1.0,0.325625,0.493125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-07741037f82747f8.png,Pasta,0.11875,0.84375,0.24218800000000001,0.8234379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-GN-3284.png,Egg (Food),0.508497,0.619608,0.547852,0.6347659999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-0658c13a6f7547b1.png,Pizza,0.0,0.047974,0.57875,0.838125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-GN-8996.png,Orange,0.065625,1.0,0.053232,0.956274
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-51002.png,Bagel,0.368125,0.638125,0.028332999999999997,0.405
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-11898.png,Pasta,0.489375,0.9375,0.25,0.654167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-9736.png,Carrot,0.5325,0.769375,0.43996199999999996,0.7823640000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-82c8b91529d0dca0.png,Coffee,0.345,0.618125,0.190833,0.7225
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-abbaaa72796bfb02.png,Apple,0.56375,0.75,0.6528689999999999,0.950141
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-2c264be5e4d157bf.png,Apple,0.03375,0.23375,0.854167,0.995
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-269c11a8c4bb14ab.png,Potato,0.52875,0.7475,0.378731,0.710821
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-GN-23967.png,Waffle,0.309375,0.715625,0.278125,0.564062
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-3095.png,Cookie,0.119281,0.49183000000000004,0.364379,0.740196
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-7b56dcd288b2ca84.png,Coffee,0.3275,0.72125,0.0,0.146341
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-0548f98e537f1e6e.png,Muffin,0.101667,0.75,0.34625,0.88375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-HFlip-22209.png,Broccoli,0.295313,1.0,0.04375,0.534375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-3593.png,Lobster,0.001562,1.0,0.15,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-0abbbc68f5147405.png,Pancake,0.3625,0.99375,0.341006,0.9991469999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-e9f195df8a272392.png,Juice,0.575,0.855469,0.14791700000000002,0.628125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-b7b3aecac750c76d.png,Pasta,0.013672,0.9306639999999999,0.030208,0.965625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-483e32f2d77471bf.png,Strawberry,0.6325,0.7125,0.309568,0.462477
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-b6e2df67d10bf268.png,Pasta,0.0,0.999375,0.0,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-0e6227547e820ae2.png,Orange,0.375625,0.551875,0.699812,0.986867
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-60a633a2e4889baf.png,Cheese,0.18,0.724375,0.07564,0.842047
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-10090.png,Hamburger,0.155,0.99875,0.143333,0.981667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-2c5f206f9ec6077e.png,Pancake,0.0,0.19375,0.36532,0.557239
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-15153.png,Hot dog,0.158125,1.0,0.0,0.58
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-HFlip-13593.png,Hamburger,0.09100499999999999,0.73545,0.419048,0.9047620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-eb3eae7297141fc5.png,Coffee,0.685,0.954375,0.081111,0.32222199999999995
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-1ada3ae3664667cf.png,Pizza,0.0,0.9925,0.003333,0.996667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-6189.png,Cucumber,0.198437,0.660937,0.3,0.820833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-6301.png,Broccoli,0.00875,0.285625,0.24184099999999997,0.803347
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-a838ff9e3661f761.png,Grape,0.06379,0.358349,0.1525,0.359375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-a1273268ed6cb825.png,Grape,0.0,0.31625,0.4525,0.996667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-25535.png,Bagel,0.0,0.73,0.0,0.30375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-48fc478b4bd3e68d.png,Taco,0.20875,0.625625,0.21,0.780833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-44009.png,Burrito,0.116875,0.831875,0.358349,0.780488
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-21902.png,Broccoli,0.150625,0.301875,0.401667,0.585833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-1e3b4773ceced95a.png,Cookie,0.0,0.193125,0.669375,0.86375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-2217.png,Lemon,0.032812,0.21875,0.273438,0.4375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-22809.png,Carrot,0.028319999999999998,1.0,0.084635,0.96875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-b962acbaa5b3fb4c.png,Waffle,0.492188,0.9984379999999999,0.529688,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-2462.png,Broccoli,0.0,0.255,0.36,0.773125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-71d71b461c56d86f.png,Coffee,0.21731999999999999,0.795752,0.191176,0.488562
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-6548f2afd425a608.png,Pasta,0.371875,0.716875,0.524167,0.906667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-1fa579ac07ba2fb8.png,Pasta,0.0225,0.936875,0.0,0.797373
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-522ae65a929ae624.png,Coffee,0.094,0.983,0.08819099999999999,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-f6c09dd244da4d0b.png,Muffin,0.0,0.998366,0.344771,0.998366
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-1735890bc00e3c2e.png,Bread,0.570625,0.999375,0.424167,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-13889.png,Potato,0.548125,0.744375,0.23170700000000002,0.47467200000000004
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-4873.png,Cheese,0.109445,0.7061470000000001,0.614,0.7859999999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-0e3330d1fc03fab9.png,Pancake,0.085,0.47200000000000003,0.463268,0.998501
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-040fe83792c9c741.png,Pasta,0.01375,0.973125,0.0,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-7b26942b0f60ed24.png,Juice,0.246667,0.73,0.41125,0.86375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-44642.png,Potato,0.185625,0.920625,0.15,0.9525
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-GN-13672.png,Hot dog,0.244375,0.8875,0.435,0.87
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-30788.png,Sandwich,0.18375,0.754375,0.2025,0.715
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-a17581138e79d6ac.png,Muffin,0.131875,0.81875,0.193333,0.9475
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-602d3b2a4f60911e.png,Coffee,0.0,0.5175,0.264167,0.905
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-37063e258277455e.png,Juice,0.34334000000000003,0.56848,0.25,0.70375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-184bc3f22a5a7145.png,Orange,0.33,0.6375,0.58818,0.8939959999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-81b659542cc1aa3a.png,Cucumber,0.084375,0.806875,0.204198,0.500954
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Carrot-5ad8e378ef76a842.png,Carrot,0.073437,0.239063,0.49375,0.685938
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-44563.png,Taco,0.28418000000000004,0.7558590000000001,0.143068,0.682891
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-79b834226912f614.png,Muffin,0.0,0.464375,0.211875,0.849375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-226a2b3c5de56e5a.png,Hamburger,0.0,0.16375,0.193246,0.368668
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-16868.png,Carrot,0.23,0.33,0.7176359999999999,0.998124
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-c28ad1965027573e.png,Coffee,0.41625,0.775625,0.520833,0.881667
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-GN-5803.png,Egg (Food),0.389844,0.7125,0.103125,0.523958
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-GN-133.png,Pizza,0.0,0.99875,0.0,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-079aaebdea7cd49c.png,Muffin,0.235625,0.534375,0.553471,0.998124
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-2ba4ae8286615377.png,French fries,0.750625,0.965625,0.7175,0.878333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-6564.png,Lobster,0.125625,0.9125,0.0,0.964017
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-GN-23578.png,Waffle,0.0,0.510625,0.114167,0.701667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-51207.png,Bagel,0.288125,0.58375,0.339375,0.56125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-f9c9395d9fd62d22.png,French fries,0.353346,0.47279499999999997,0.647386,0.790879
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-7c512436ee398179.png,Juice,0.515556,0.712222,0.6051850000000001,0.8985190000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-2097bdb2f8ef7860.png,Salad,0.044375,0.95,0.2275,0.8825
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-02fea9339c01bb86.png,Lemon,0.0,0.28125,0.614062,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-VFlip-4153.png,Cheese,0.10625,0.27375,0.001876,0.189493
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-4121.png,Pasta,0.254393,0.9991629999999999,0.3325,0.8275
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-096dcee9eff4db0e.png,Lemon,0.003,0.193,0.472739,0.589096
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-f91df82282178418.png,Strawberry,0.214844,0.334961,0.7188869999999999,0.9311860000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-GN-2687.png,Burrito,0.0,0.9990620000000001,0.0,0.609375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-904bae8271014949.png,Lobster,0.13,0.888125,0.068333,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-42604.png,Waffle,0.123125,0.778125,0.426667,0.936667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-8574f56e84becb44.png,Tomato,0.12125,0.871875,0.016791,0.936567
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-646d84187827ae5e.png,Cookie,0.58875,0.89375,0.5043,0.799844
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-c807bc9c5ac43711.png,Cookie,0.395802,0.629685,0.713,0.866
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-be62c239746fa571.png,Muffin,0.0,0.999341,0.0,0.9947280000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-4eebed860d7680ad.png,Bread,0.09477100000000001,0.8398690000000001,0.0,0.998366
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-9d96346519c957d6.png,Pasta,0.16875,0.830625,0.17166700000000001,0.925
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-4cb7ebe967aef12f.png,Pear,0.329179,0.6239,0.24218800000000001,0.75651
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-9267.png,Sandwich,0.038488999999999995,0.48823900000000003,0.03875,0.986875
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-0e897bda38cdfbda.png,Muffin,0.05875,0.88,0.196998,0.737336
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-a1118d7412efacdb.png,French fries,0.06,0.68125,0.11908800000000001,0.662162
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-GN-20609.png,Hamburger,0.43089399999999994,0.660413,0.26251399999999997,0.614016
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-a7adf4b9f516ec16.png,Muffin,0.175423,0.722173,0.21052600000000002,0.822055
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-23919ffbe578d8fb.png,Cucumber,0.0,0.353125,0.0475,0.966667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-GN-14553.png,Hamburger,0.446078,0.998366,0.305556,0.810458
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-HFlip-1359.png,Hamburger,0.264063,0.9078120000000001,0.173438,0.801562
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-42612.png,Burrito,0.000938,1.0,0.0,0.609375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-690518d4faf49b15.png,Tomato,0.14375,0.359375,0.1375,0.28281300000000004
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-4789b804ff9f8e4d.png,Cheese,0.0,0.656875,0.18667899999999998,0.8348969999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-5381e0f0feb2a706.png,Grape,0.16375,0.33125,0.6725,0.876667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-GN-4170.png,Pizza,0.06375,0.936875,0.0,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-9706.png,Grape,0.044375,0.151875,0.225833,0.563333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-GN-29902.png,Burrito,0.0,0.394531,0.0,0.336914
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-11230.png,Bagel,0.095625,0.999375,0.0625,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-HFlip-43248.png,Hamburger,0.4625,0.970625,0.091932,0.753283
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-9161.png,Grape,0.334897,0.80394,0.294375,0.713125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-5f83a24bf91fc9c1.png,Waffle,0.44,0.770625,0.185014,0.408881
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-GN-7845.png,Hot dog,0.0,0.983051,0.005469,0.964844
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-21285.png,Waffle,0.000938,0.99531,0.0,0.72875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-1169.png,Lobster,0.339375,0.580625,0.5301319999999999,0.9227870000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-2dc197edf2d611c8.png,Bread,0.007234999999999999,0.9887459999999999,0.008325,0.9864719999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-c24ad1d7511fa0d0.png,Cookie,0.0,0.999375,0.159434,0.877358
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-13629.png,Carrot,0.0,0.38,0.265546,0.4
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-649ec130d13c66af.png,Bread,0.1525,0.8075,0.22514099999999998,0.9099440000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-8977.png,Cheese,0.0,0.5882350000000001,0.33660100000000004,0.781046
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-48bf66fb7d8dac68.png,Potato,0.288889,0.5811109999999999,0.173333,0.571852
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-94e66ab9bad20d84.png,Salad,0.0,0.115625,0.065,0.156667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-GN-3063.png,Burrito,0.491875,0.78,0.551692,0.7537590000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-ff459147d2a286fc.png,French fries,0.173203,0.666667,0.503268,0.671569
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-4eb7787653fea859.png,Bread,0.7875,0.991875,0.101825,0.830932
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-HFlip-16131.png,Broccoli,0.83375,0.94,0.33,0.49
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-00ca6210cbd55121.png,Juice,0.765625,0.92625,0.274167,0.658333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-04a370ce54328019.png,Potato,0.48593800000000004,0.653906,0.658333,0.872917
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-c347a68b1e5d51a2.png,Waffle,0.240625,0.426875,0.49833299999999997,0.75
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-02d7a081399e7d62.png,Muffin,0.583333,0.998611,0.590625,0.940625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-7d6340f1737039ec.png,Salad,0.485929,0.827392,0.2775,0.359375
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-10191.png,Grape,0.0,0.95,0.3325,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-GN-13181.png,Orange,0.496875,0.740625,0.248333,0.621667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-26344.png,Burrito,0.014062999999999999,1.0,0.170312,0.9828129999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-8ea1dcf901e66f09.png,Apple,0.45875,0.565625,0.342885,0.496047
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-cfab72b89829082f.png,Muffin,0.080625,0.415625,0.13001500000000002,0.437593
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-d6b8f8711b845cbd.png,Strawberry,0.135,0.993125,0.096376,0.986893
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-84b032fa9879a0c1.png,Pear,0.07,0.18375,0.515833,0.635833
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-a6ec93f0cae7b892.png,French fries,0.0,0.568627,0.017974,0.5114380000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-0104e8d88abbdef8.png,Pasta,0.158125,0.91625,0.0,0.991667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-18166bbac5c8d1f6.png,Juice,0.11375,0.3,0.643333,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-VFlip-14146.png,Cheese,0.167187,0.35,0.329009,0.525943
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-2545.png,Cucumber,0.637899,0.8499059999999999,0.01125,0.575
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-cc98ac9c9e069776.png,Grape,0.507505,0.701689,0.781875,0.906875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-8277.png,Cucumber,0.070625,0.280625,0.635,0.965
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-42914.png,Taco,0.421875,0.95125,0.019167,0.414167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-11003.png,Cucumber,0.2675,0.39375,0.47748599999999997,0.7579739999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-c9367f555ff07a14.png,Coffee,0.215,0.493125,0.286252,0.69209
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-24520.png,Pancake,0.4125,0.70875,0.365348,0.632768
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-14604.png,Lemon,0.074167,0.448333,0.20625,0.479375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-29d6617f9098b3b7.png,Muffin,0.20825500000000002,0.44527799999999995,0.015833,0.184167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-10199.png,Carrot,0.433594,0.664062,0.59375,0.68125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-491991a1b990abdf.png,Coffee,0.56,0.9175,0.009381,0.346154
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-e1fe453d2871d648.png,Broccoli,0.698125,0.82,0.8375,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-31582.png,Broccoli,0.183125,0.43125,0.264925,0.5270520000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-GN-1405.png,Apple,0.07625,0.38625,0.456217,0.912434
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-74cb7516a52331f3.png,French fries,0.02375,0.67625,0.044381,0.8876299999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-3d33814979dcdb52.png,Tomato,0.656875,0.7425,0.620075,0.729831
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-2287.png,Banana,0.1825,0.376875,0.304167,0.571667
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Carrot-039dab1e970085b8.png,Carrot,0.0,0.994138,0.185156,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-5537.png,Cookie,0.0,0.999375,0.261726,0.869606
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-8873.png,Cookie,0.0,0.253333,0.30375,0.605
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-921ee185f3104cbc.png,Bread,0.0325,0.72,0.344375,0.895625
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-d55ba317ca0a06bb.png,Lemon,0.324219,0.654948,0.615451,0.788194
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-ea2dd243164d0416.png,Pasta,0.0,0.999167,0.0,0.868125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-HFlip-990.png,Cucumber,0.547852,0.676758,0.262312,0.372864
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-45279.png,Sandwich,0.014375,0.990625,0.0,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-1014.png,Hot dog,0.307813,1.0,0.33958299999999997,0.89375
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-471c9ec21ce79c9b.png,Cheese,0.0,0.285,0.1925,0.615
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-ba445565d41e70a4.png,Orange,0.825625,0.9375,0.637899,0.771107
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-10676.png,Hamburger,0.203125,0.84875,0.188333,0.8475
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-98a4c9d08b995a84.png,Muffin,0.0,0.12125,0.0,0.396226
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-9126.png,Sandwich,0.171569,0.228758,0.560458,0.656863
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-2224.png,Cookie,0.0,0.999375,0.0,0.999375
